"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"9831","Southern Italy",60,8072.82,213.3,1100.13,6.38,1206.48,"Profiles","Metal Profiles",33,961.8,1425,4,"Nationals","b 20-100","SAM"
"9832","Southern Italy",75,8425.1,261.52,258,17.9,1321.93,"Profiles","Metal Profiles",33,1221,1554,29,"Others","e >500","NAM"
"9833","Southern Italy",10,1081.68,49.36,35.02,2.7,333.72,"Profiles","Metal Profiles",34,187.3,2946,4,"Others","e >500","NAM"
"9834","Southern Italy",8,909.82,80.26,104.92,0.73,248.82,"Profiles","Metal Profiles",32,149.84,2052,4,"Nationals","b 20-100","ITA"
"9835","Southern Italy",56,6303.5,197.83,181.49,10.93,1031.79,"Profiles","Metal Profiles",33,894.992,613,18,"Others","e >500","NAM"
"9844","Southern Italy",36,3478.8,376.62,848.63,4.17,484.44,"Profiles","Metal Profiles",28,644.4,4188,60,"Others","a 0-20","APA"
"9846","UK",8,1012.18,204.28,38.68,1.9,252.93,"Profiles","Metal Profiles",31,179,2158,40,"Nationals","c 100-250","UKE"
"9847","UK",10,1341.18,251.21,51.75,2.55,317.48,"Profiles","Metal Profiles",31,179,2645,40,"Nationals","c 100-250","UKE"
"9849","UK",3,379.37,81.15,15.22,0.75,141.74,"Profiles","Metal Profiles",29,53.7,4242,18,"Nationals","c 100-250","UKE"
"9850","Southern Italy",5,538.3,38.45,13.7,0.36,224.32,"Profiles","Metal Profiles",31,89.5,1372,4,"Others","e >500","CEU"
"9851","Southern Italy",32,3601.14,165.03,265.82,4.48,567.2,"Profiles","Metal Profiles",29,572.8,4404,29,"Nationals","e >500","CSI"
"9853","Southern Italy",5,520.88,42.24,44.02,0.37,194.49,"Profiles","Metal Profiles",30,80.3,1110,4,"Others","c 100-250","ITA"
"9854","Southern Italy",50,5281.81,247.56,173.64,3.53,597.6,"Profiles","Metal Profiles",28,768,17,4,"Others","b 20-100","ITA"
"9855","Southern Italy",5,681.11,51.26,80.07,0.52,151.55,"Profiles","Metal Profiles",29,90.3,911,4,"Others","d 250-500","ITA"
"9856","Southern Italy",15,1715.16,46.76,538.88,1.68,265.3,"Profiles","Metal Profiles",30,963.6,3021,4,"Others","a 0-20","CSI"
"9857","Southern Italy",20,2286.88,127.9,191.93,1.75,353.73,"Profiles","Metal Profiles",30,963.6,3510,18,"Others","d 250-500","ITA"
"9859","UK",20,2286.88,288.8,51.73,2.6,353.73,"Profiles","Metal Profiles",30,963.6,3510,18,"Others","b 20-100","UKE"
"9860","Southern Italy",35,3563.63,232.97,222.2,30.35,445.07,"Profiles","Metal Profiles",28,537.6,3919,40,"Nationals","c 100-250","FRA"
"9861","Southern Italy",40,3920.53,213.28,328.78,2.99,492.14,"Profiles","Metal Profiles",28,614.4,4163,4,"Others","d 250-500","ITA"
"9862","Southern Italy",40,4276.35,287.28,346.17,4.8,471.33,"Profiles","Metal Profiles",28,844.8,4163,29,"Others","e >500","SCA"
"9863","Southern Italy",5,534.54,33.07,50.42,0.44,58.92,"Profiles","Metal Profiles",28,844.8,816,4,"Others","e >500","ITA"
"9864","Southern Italy",10,1069.09,60.75,87.88,0.75,117.83,"Profiles","Metal Profiles",28,844.8,1804,4,"Others","d 250-500","ITA"
"9865","Southern Italy",8,925.15,68.49,36.66,0.64,184.13,"Profiles","Metal Profiles",28,128.48,1257,18,"Others","d 250-500","ITA"
"9867","Southern Italy",10,1194.22,86,96.75,1,275.06,"Profiles","Metal Profiles",30,160.6,2155,18,"Nationals","c 100-250","FRA"
"9868","Southern Italy",5,552.63,13.14,47.09,0.6,195.05,"Profiles","Metal Profiles",30,80.3,1110,4,"Others","e >500","SCA"
"9869","Southern Italy",10,1030.91,51.83,93.68,0.95,196.6,"Profiles","Metal Profiles",28,153.6,1804,4,"Others","b 20-100","CSI"
"9870","Southern Italy",5,559.86,36.46,43.46,0.53,54.73,"Profiles","Metal Profiles",28,1812.48,816,4,"Others","e >500","SCA"
"9871","Southern Italy",95,10637.43,403.75,558.42,884.08,1019.11,"Profiles","Metal Profiles",28,1812.48,701,64,"Others","e >500","ITA"
"9872","Southern Italy",18,2015.51,95.7,199.84,1.67,197.03,"Profiles","Metal Profiles",28,1812.48,2621,18,"Nationals","a 0-20","SAM"
"9873","UK",7,799.66,101.44,20.11,1.03,168.28,"Profiles","Metal Profiles",28,107.52,1090,18,"Others","c 100-250","UKE"
"9874","Southern Italy",10,1166.49,79.81,30.77,0.87,200.11,"Profiles","Metal Profiles",28,198.66,1938,18,"Others","e >500","CEU"
"9877","UK",48,5817.13,793.25,145.3,7.42,866.33,"Profiles","Metal Profiles",30,752.64,362,60,"Others","c 100-250","UKE"
"9878","Southern Italy",10,1051.27,59.03,81.14,0.71,240.48,"Profiles","Metal Profiles",29,153.6,2079,4,"Nationals","d 250-500","ITA"
"9879","Southern Italy",20,2226.06,102.94,114.14,1.5,426.41,"Profiles","Metal Profiles",30,307.2,3478,4,"Others","a 0-20","ITA"
"9880","Southern Italy",80,9567.67,702.54,210.35,7.42,896.76,"Profiles","Metal Profiles",28,1228.8,523,18,"Nationals","e >500","UKE"
"9881","Southern Italy",60,7363.85,527.79,164.46,5.85,749.95,"Profiles","Metal Profiles",29,1083.6,354,18,"Nationals","e >500","UKE"
"9882","Southern Italy",15,1821.27,83.28,90.6,2.35,357.38,"Profiles","Metal Profiles",30,270.9,3068,18,"Nationals","d 250-500","SAM"
"9883","Southern Italy",15,1860.25,104.75,143.41,1.66,352.28,"Profiles","Metal Profiles",30,230.4,2993,4,"Others","e >500","SCA"
"9884","Southern Italy",5,585.92,43.87,15.38,0.43,192.87,"Profiles","Metal Profiles",30,77.85,1090,4,"Others","e >500","CEU"
"9885","Southern Italy",160,18974.58,695.56,654.97,21.44,1736.48,"Profiles","Metal Profiles",28,2457.6,2239,51,"Others","b 20-100","UKE"
"9886","Southern Italy",3,303.44,36.62,32.87,0.31,162.53,"Profiles","Metal Profiles",30,46.08,4242,4,"Others","e >500","ITA"
"9887","Southern Italy",15,1784.09,77.14,83.12,2,263.23,"Profiles","Metal Profiles",28,270.9,2561,18,"Nationals","d 250-500","SAM"
"9888","Southern Italy",5,524.83,46.7,42.05,0.58,150.43,"Profiles","Metal Profiles",28,87.55,900,4,"Others","e >500","SCA"
"9889","Southern Italy",5,626.25,48.91,22,0.5,201.53,"Profiles","Metal Profiles",31,90.55,1155,4,"Others","c 100-250","IAM"
"9890","Southern Italy",5,618.48,39.71,63.56,0.6,166.76,"Profiles","Metal Profiles",29,76.8,1037,4,"Others","e >500","FRA"
"9891","Southern Italy",16,2051.15,118.41,122.41,1.71,378.15,"Profiles","Metal Profiles",28,288.96,3315,29,"Others","e >500","SCA"
"9892","Southern Italy",60,6871.1,194.19,945.74,5.94,673.66,"Profiles","Metal Profiles",28,1059.84,211,4,"Nationals","b 20-100","SAM"
"9893","UK",9,1030.67,102.34,19.52,0.94,104.16,"Profiles","Metal Profiles",28,1059.84,1312,40,"Others","b 20-100","UKE"
"9894","Southern Italy",68,8322.92,697.85,259.66,5.79,786.41,"Profiles","Metal Profiles",28,1044.48,374,29,"Nationals","b 20-100","UKE"
"9895","UK",5,534.14,109.04,22.29,1.11,191.37,"Profiles","Metal Profiles",30,76.8,1084,40,"Nationals","b 20-100","UKE"
"9896","UK",35,3916.71,462.62,81.77,4.04,443.9,"Profiles","Metal Profiles",28,537.6,3798,29,"Others","b 20-100","UKE"
"9899","Southern Italy",25,9799.64,256.01,272.52,14.94,1356.55,"Profiles","Metal Profiles",57,1028.75,517,4,"Others","e >500","NAM"
"9900","Southern Italy",5,1667,75.26,100.06,1.58,391.93,"Profiles","Metal Profiles",41,187.4,1893,4,"Nationals","c 100-250","CEU"
"9902","Southern Italy",50,5133.1,341.41,143.89,4.62,849.26,"Profiles","Metal Profiles",25,942.5,478,51,"Others","e >500","CEU"
"9903","UK",17,2561.97,358,63.04,3.21,415.97,"Profiles","Metal Profiles",22,293.08,3520,68,"Others","c 100-250","UKE"
"9904","UK",4,624.04,88.89,18.86,0.9,224.24,"Profiles","Metal Profiles",41,87.32,1196,4,"Nationals","b 20-100","UKE"
"9905","Southern Italy",60,8928.9,241.14,338.29,10.67,1423.45,"Profiles","Metal Profiles",32,1107.6,1532,51,"Nationals","d 250-500","UKE"
"9906","Southern Italy",9,1076.97,75.67,81.88,0.85,298.98,"Profiles","Metal Profiles",35,178.92,2568,18,"Nationals","c 100-250","FRA"
"9907","Southern Italy",5,610.97,40.45,48.76,0.66,197.1,"Profiles","Metal Profiles",34,86.6,1149,4,"Others","e >500","SCA"
"9908","Southern Italy",10,1196.63,51.97,67.82,0.76,275.71,"Profiles","Metal Profiles",34,173.2,2430,4,"Others","b 20-100","CSI"
"9909","Southern Italy",5,585.59,37.39,43.97,0.48,137.63,"Profiles","Metal Profiles",34,173.2,1149,4,"Others","e >500","IAM"
"9910","Southern Italy",5,585.59,32.19,27.75,0.42,137.63,"Profiles","Metal Profiles",34,173.2,1149,4,"Others","c 100-250","CEU"
"9911","Southern Italy",5,591.95,11.68,52.53,0.77,196.84,"Profiles","Metal Profiles",34,86.6,1149,4,"Others","e >500","SCA"
"9912","Southern Italy",5,664.36,39.16,49.39,0.51,194.75,"Profiles","Metal Profiles",30,79.6,1095,4,"Others","e >500","IAM"
"9913","UK",10,1517.62,258.38,42.36,2.2,303.52,"Profiles","Metal Profiles",37,179.1,2145,29,"Others","c 100-250","UKE"
"9914","UK",20,2618.87,289.01,55.72,2.51,529.04,"Profiles","Metal Profiles",30,318.2,3987,74,"Nationals","e >500","UKE"
"9915","UK",8,1193.41,164.69,28.76,1.46,276.7,"Profiles","Metal Profiles",40,154.56,2015,18,"Others","b 20-100","UKE"
"9916","Southern Italy",10,1517.22,105.84,165.25,1.93,312.49,"Profiles","Metal Profiles",40,193.3,2479,4,"Others","e >500","CEU"
"9917","Southern Italy",5,683.85,49.27,55.87,0.46,202.65,"Profiles","Metal Profiles",34,100.1,1207,4,"Others","d 250-500","ITA"
"9918","Southern Italy",5,709.11,43.51,63.84,0.63,139.95,"Profiles","Metal Profiles",30,159.8,1095,4,"Others","e >500","CEU"
"9919","Southern Italy",5,709.11,27.24,71.95,0.63,139.95,"Profiles","Metal Profiles",30,159.8,1095,4,"Others","e >500","FRA"
"9920","Southern Italy",40,6100.5,419.08,215.16,5.33,825.7,"Profiles","Metal Profiles",31,738,255,18,"Others","b 20-100","SAM"
"9921","USA",120,16039.54,1146.95,1206.17,61.92,1660.22,"Profiles","Metal Profiles",37,2558.4,2269,64,"Nationals","e >500","NAM"
"9922","USA",10,1138.22,91.9,88.31,4.53,296.56,"Profiles","Metal Profiles",31,175.4,2430,4,"Nationals","e >500","NAM"
"9923","Southern Italy",5,528.38,36.88,454.6,0.75,172.09,"Profiles","Metal Profiles",33,104.45,967,4,"Others","a 0-20","APA"
"9924","Southern Italy",5,541.04,37.9,465.72,0.78,172.31,"Profiles","Metal Profiles",33,104.45,967,4,"Others","a 0-20","APA"
"9925","Southern Italy",40,4339.59,233.42,295,5.85,569.73,"Profiles","Metal Profiles",33,851.2,4465,18,"Nationals","c 100-250","CEU"
"9926","Southern Italy",5,607.22,43.58,39.84,0.76,167.71,"Profiles","Metal Profiles",33,105.15,972,4,"Nationals","c 100-250","CEU"
"9927","Southern Italy",30,3300.51,141.38,187.18,2.11,458.26,"Profiles","Metal Profiles",34,630.9,3954,18,"Others","b 20-100","CSI"
"9928","USA",13,2246.17,174.75,163.53,8.39,445.16,"Profiles","Metal Profiles",38,299.13,3348,18,"Nationals","e >500","NAM"
"9929","USA",5,788.22,121.96,75.87,3.9,965.42,"Profiles","Metal Profiles",40,113.05,1370,4,"Nationals","e >500","NAM"
"9930","USA",2,296.83,77.9,48.65,21.42,173.78,"Profiles","Metal Profiles",49,46.56,4148,4,"Nationals","e >500","NAM"
"9931","USA",55,7753.77,555.96,556.53,28.56,825.92,"Profiles","Metal Profiles",39,1227.6,491,64,"Nationals","e >500","NAM"
"9932","USA",20,3410.63,168.32,201.7,10.33,898.59,"Profiles","Metal Profiles",43,456.2,3702,18,"Nationals","e >500","NAM"
"9933","Southern Italy",25,3420.61,105.82,106.53,7.65,547.82,"Profiles","Metal Profiles",36,558,4292,4,"Others","e >500","NAM"
"9934","USA",500,63857.28,5547.74,6516.46,82.38,8680.82,"Profiles","Metal Profiles",35,9810,1188,4,"Nationals","c 100-250","NAM"
"9935","USA",504,87318.65,6562.71,7259.51,372.93,8284.54,"Profiles","Metal Profiles",39,12635.28,1178,24,"Nationals","e >500","NAM"
"9936","USA",45,7629.31,440.11,453.81,23.25,1263.48,"Profiles","Metal Profiles",42,1010.7,385,29,"Nationals","e >500","NAM"
"9937","USA",673,100161.5,6257.14,6779.14,347.71,9528.47,"Profiles","Metal Profiles",38,14382.01,1303,23,"Nationals","e >500","NAM"
"9938","USA",81,9651.46,734.07,773.9,39.75,988.01,"Profiles","Metal Profiles",35,1787.46,687,60,"Nationals","e >500","NAM"
"9939","USA",12,1429.85,108.75,114.65,1.45,149.44,"Profiles","Metal Profiles",35,1787.46,2105,4,"Nationals","e >500","NAM"
"9940","USA",72,8672.64,682.16,721.47,37.06,964.72,"Profiles","Metal Profiles",36,1578.24,675,60,"Nationals","e >500","NAM"
"9941","USA",31,3861.14,345.94,330.11,16.96,459.17,"Profiles","Metal Profiles",35,595.82,3952,29,"Nationals","e >500","NAM"
"9942","USA",24,3006.63,219.1,219.2,11.25,528.55,"Profiles","Metal Profiles",32,425.76,3974,29,"Nationals","e >500","NAM"
"9943","Southern Italy",10,1088.25,62.34,125.88,1.07,229.36,"Profiles","Metal Profiles",34,214.9,1980,4,"Others","b 20-100","APA"
"9944","Southern Italy",110,11748.18,842.67,454.27,11.89,1343.2,"Profiles","Metal Profiles",34,2363.9,1676,51,"Nationals","d 250-500","APA"
"9945","Southern Italy",10,1126.29,52.71,52.24,1.01,160.71,"Profiles","Metal Profiles",34,537.25,1980,4,"Others","e >500","IAM"
"9946","Southern Italy",15,1689.44,77.99,119.35,1.52,241.06,"Profiles","Metal Profiles",34,537.25,2629,29,"Others","c 100-250","IAM"
"9947","Southern Italy",25,4483.34,170.55,217.42,3.24,931.83,"Profiles","Metal Profiles",39,593.25,378,40,"Nationals","e >500","CSI"
"9948","UK",11,1700.63,264.83,51.09,2.69,268.45,"Profiles","Metal Profiles",40,259.93,2476,40,"Others","a 0-20","UKE"
"9949","Southern Italy",6,784.86,32.65,20.61,0.6,217.55,"Profiles","Metal Profiles",36,129.84,1362,4,"Nationals","e >500","CSI"
"9951","Southern Italy",5,589,42.76,50.59,0.54,109.03,"Profiles","Metal Profiles",34,189.3,894,4,"Others","d 250-500","ITA"
"9952","Southern Italy",5,589,32.19,53.08,0.52,109.03,"Profiles","Metal Profiles",34,189.3,894,4,"Others","b 20-100","CSI"
"9953","Southern Italy",40,4917.27,165.26,201.12,3.47,586.25,"Profiles","Metal Profiles",35,875.2,8,29,"Others","c 100-250","IAM"
"9954","Southern Italy",30,4317.35,122.85,173.75,2.88,491.51,"Profiles","Metal Profiles",35,648.9,3987,18,"Others","c 100-250","IAM"
"9955","Southern Italy",2,351.59,33.81,33.69,4.77,69.01,"Profiles","Metal Profiles",37,358.87,4379,4,"Nationals","c 100-250","FRA"
"9956","Southern Italy",15,2636.95,175.98,199.89,2.06,517.55,"Profiles","Metal Profiles",37,358.87,3796,29,"Nationals","d 250-500","FRA"
"9957","Southern Italy",70,8508.63,486.04,355.65,6.13,905.46,"Profiles","Metal Profiles",35,1514.1,598,29,"Others","c 100-250","IAM"
"9958","Southern Italy",30,3513.93,261.58,408.53,2.36,458.39,"Profiles","Metal Profiles",34,648.9,3987,60,"Others","d 250-500","ITA"
"9960","Southern Italy",9,1157.87,77.08,96.13,1.02,148.33,"Profiles","Metal Profiles",34,378.6,1377,51,"Others","c 100-250","FRA"
"9961","Southern Italy",10,1286.52,78.91,133.56,1.27,164.81,"Profiles","Metal Profiles",34,378.6,1881,18,"Others","e >500","FRA"
"9962","Southern Italy",30,3686.35,144.98,271.29,2.54,419.9,"Profiles","Metal Profiles",34,662.55,3752,4,"Others","e >500","IAM"
"9963","Southern Italy",5,614.39,30.01,15.76,0.42,69.98,"Profiles","Metal Profiles",34,662.55,894,4,"Others","e >500","CEU"
"9964","Southern Italy",10,1134.06,47.31,364.89,0.98,120.75,"Profiles","Metal Profiles",34,1514.4,1881,4,"Others","a 0-20","CSI"
"9965","Southern Italy",40,4536.26,275.29,378.67,3.2,482.98,"Profiles","Metal Profiles",34,1514.4,4272,40,"Nationals","c 100-250","ITA"
"9966","Southern Italy",30,3402.19,168.08,88.17,2.55,362.24,"Profiles","Metal Profiles",34,1514.4,3752,4,"Others","b 20-100","APA"
"9967","Southern Italy",30,3707.25,156.58,273.61,2.6,397.71,"Profiles","Metal Profiles",34,870.78,3752,4,"Others","e >500","IAM"
"9968","Southern Italy",6,741.45,28.39,71.58,0.65,79.54,"Profiles","Metal Profiles",34,870.78,1028,4,"Others","d 250-500","APA"
"9969","Southern Italy",10,1235.75,63.28,31.64,0.84,132.57,"Profiles","Metal Profiles",34,870.78,1881,18,"Others","e >500","CEU"
"9970","Southern Italy",5,806.57,46.35,71.23,0.58,175.31,"Profiles","Metal Profiles",41,337.65,1945,4,"Others","e >500","CEU"
"9971","Southern Italy",10,1613.14,56.76,160.33,1.17,350.62,"Profiles","Metal Profiles",41,337.65,3093,4,"Others","e >500","FRA"
"9972","Southern Italy",5,588.13,23.08,33.15,0.4,167.56,"Profiles","Metal Profiles",34,93.9,846,4,"Others","b 20-100","CSI"
"9973","Southern Italy",59,6915.46,439.34,749.02,4.89,723.67,"Profiles","Metal Profiles",34,1116.87,295,51,"Nationals","b 20-100","ITA"
"9974","UK",4,621.84,93.75,16.41,0.85,99.2,"Profiles","Metal Profiles",36,347.84,1027,18,"Others","c 100-250","UKE"
"9975","UK",12,1865.52,228.59,43.67,2,297.61,"Profiles","Metal Profiles",36,347.84,2708,18,"Nationals","e >500","UKE"
"9976","Southern Italy",100,11467.92,586.8,886.52,7.7,1119.87,"Profiles","Metal Profiles",34,3028.8,1480,40,"Nationals","d 250-500","ITA"
"9977","Southern Italy",60,6880.75,424.96,555.93,4.97,663.63,"Profiles","Metal Profiles",34,3028.8,317,29,"Others","d 250-500","ITA"
"9978","Southern Italy",56,6488.81,412.25,681.54,4.33,738.02,"Profiles","Metal Profiles",34,1211.28,367,51,"Nationals","b 20-100","ITA"
"9979","Southern Italy",6,710.9,61.5,36.12,0.5,124.93,"Profiles","Metal Profiles",34,208.23,1028,4,"Others","d 250-500","IAM"
"9980","Southern Italy",5,592.42,42.82,51.28,0.57,104.11,"Profiles","Metal Profiles",34,208.23,894,4,"Others","d 250-500","ITA"
"9981","Southern Italy",10,1230.52,100.18,63.8,0.94,227.47,"Profiles","Metal Profiles",34,216.3,1984,4,"Others","d 250-500","IAM"
"9982","Southern Italy",5,589.87,40.39,52.03,0.62,168.66,"Profiles","Metal Profiles",34,108.15,982,4,"Others","d 250-500","ITA"
"9983","Southern Italy",25,2913.53,229.6,298.62,1.92,379.13,"Profiles","Metal Profiles",34,473.5,3424,51,"Others","e >500","ITA"
"9984","Southern Italy",29,3489.65,283.68,177.66,2.41,395.67,"Profiles","Metal Profiles",34,738.27,3712,40,"Others","d 250-500","IAM"
"9985","Southern Italy",10,1203.33,74.92,124.16,0.84,136.44,"Profiles","Metal Profiles",34,738.27,1881,4,"Others","e >500","ITA"
"9986","Southern Italy",65,7440.21,407.21,582.48,5.15,795.09,"Profiles","Metal Profiles",36,1245.4,412,60,"Nationals","d 250-500","ITA"
"9987","Southern Italy",25,4769.7,144.49,267.94,4.38,987.79,"Profiles","Metal Profiles",41,609,473,18,"Nationals","c 100-250","APA"
"9988","Southern Italy",15,2861.82,101.53,160.77,2.63,650.45,"Profiles","Metal Profiles",41,365.4,4374,18,"Nationals","c 100-250","APA"
"9989","Southern Italy",10,1178.01,48.54,27.84,0.74,230.76,"Profiles","Metal Profiles",35,216.3,1984,4,"Others","b 20-100","APA"
"9990","Southern Italy",5,563.62,45.15,208.7,0.75,163.78,"Profiles","Metal Profiles",34,94.7,894,4,"Others","a 0-20","CSI"
"9991","Southern Italy",5,639.85,26.84,66.01,0.64,165.11,"Profiles","Metal Profiles",34,94.7,894,4,"Others","e >500","FRA"
"9992","Southern Italy",15,1779.47,57.55,173.39,1.58,272.34,"Profiles","Metal Profiles",34,283.95,2523,4,"Others","d 250-500","APA"
"9993","Southern Italy",10,1136.88,86.55,93.63,0.81,476.08,"Profiles","Metal Profiles",34,189.4,2107,4,"Others","d 250-500","ITA"
"9994","Southern Italy",5,576.21,23.08,32.61,0.4,167.5,"Profiles","Metal Profiles",34,93.9,846,4,"Others","b 20-100","CSI"
"10001","Southern Italy",20,2444.43,193.61,196.11,1.72,568.85,"Profiles","Metal Profiles",13,289.2,4438,18,"Others","d 250-500","ITA"
"10004","Southern Italy",40,5284.35,216.75,167.64,12.47,1086.75,"Profiles","Metal Profiles",24,657.2,643,40,"Others","e >500","NAM"
"10005","Southern Italy",10,1336.76,48.95,38.36,2.29,380.65,"Profiles","Metal Profiles",29,165.9,3348,4,"Others","e >500","NAM"
"10006","Southern Italy",6,785.98,37.18,22.56,1.35,272.18,"Profiles","Metal Profiles",29,99.54,2476,4,"Others","e >500","NAM"
"10007","Southern Italy",80,10661.95,378.14,381.34,67.75,2074.14,"Profiles","Metal Profiles",19,1307.25,2332,51,"Nationals","d 250-500","IAM"
"10008","Southern Italy",3,399.82,27.21,31.77,0.4,78.56,"Profiles","Metal Profiles",19,1307.25,1041,4,"Others","b 20-100","CSI"
"10009","Southern Italy",10,1243.52,90.14,46.03,8.84,336.95,"Profiles","Metal Profiles",19,157.5,3044,18,"Nationals","d 250-500","IAM"
"10010","Southern Italy",28,3871.98,219.41,147.01,28.9,793.55,"Profiles","Metal Profiles",19,441,266,40,"Nationals","d 250-500","IAM"
"10011","Southern Italy",75,10391.46,545.62,681.39,44.85,2008.72,"Profiles","Metal Profiles",19,1122.75,2294,64,"Strategic","Strategic","FRA"
"10013","Southern Italy",5,720.43,57.4,65.12,0.67,235.26,"Profiles","Metal Profiles",23,80.25,2009,4,"Others","e >500","CEU"
"10014","Southern Italy",5,665.43,50.15,55.33,0.47,231.56,"Profiles","Metal Profiles",25,79.55,1952,4,"Nationals","c 100-250","ITA"
"10015","Southern Italy",15,2028.05,153.52,183.56,1.82,502.61,"Profiles","Metal Profiles",23,240.9,4009,29,"Others","e >500","CEU"
"10016","Southern Italy",5,820.51,75.99,67.43,0.57,259.54,"Profiles","Metal Profiles",28,80.3,2009,18,"Others","d 250-500","ITA"
"10017","Southern Italy",2,302.48,29.68,27.58,0.28,160.23,"Profiles","Metal Profiles",23,32.1,816,4,"Others","b 20-100","CSI"
"10022","Southern Italy",125,18565.03,530.93,542.32,33.59,3974.33,"Profiles","Metal Profiles",34,2341.25,3842,40,"Others","e >500","NAM"
"10024","Southern Italy",30,4881.64,175.75,671.73,4.21,869.89,"Profiles","Metal Profiles",29,541.8,407,18,"Nationals","b 20-100","SAM"
"10025","Southern Italy",5,1003.84,84.59,83.29,0.75,292.24,"Profiles","Metal Profiles",34,102.25,2073,18,"Others","d 250-500","ITA"
